match_id,radiant_win
6,0.8238760948756672
7,0.7530682236506206
10,0.1877893506130524
13,0.8619855747419345
16,0.24016884208384626
18,0.37348930343743403
19,0.5278575424873649
24,0.5654432350708424
33,0.21421423276325266
37,0.670309152754252
41,0.15650732920253457
42,0.3244768407906821
55,0.23202077521276904
60,0.6709379421416796
62,0.551791344963492
63,0.6005601672481394
64,0.08982447774968547
71,0.5511100915861259
72,0.3123731833578277
83,0.4992873811328979
85,0.780928515681797
89,0.9299888688248957
92,0.7551230383077117
100,0.9581162365745025
102,0.8823036139885289
108,0.5349439118919914
111,0.7753937726421568
126,0.17987843491077227
130,0.051398621124095344
140,0.7879532151441959
141,0.2540547105684311
152,0.8375325591296618
153,0.740191981749783
159,0.5519160982023458
160,0.5805765165245947
163,0.6004524440824377
178,0.5561910249506442
179,0.355331753782946
181,0.6769026932316947
196,0.14616333420516195
206,0.11563439918511557
209,0.5423010907847877
216,0.5516200187991925
228,0.07553051851147928
230,0.4176126786675562
242,0.7169793548035232
245,0.16820221253662954
261,0.4984602042172783
274,0.47441365092706617
282,0.7384538617070615
289,0.5197309590714704
296,0.09320702605944614
297,0.6057835862509295
302,0.30115781281744597
304,0.02253097012103425
313,0.7975653339951696
316,0.4896579067407191
317,0.413630421728793
344,0.8777580427344748
348,0.7460419563954104
352,0.5045866853798658
354,0.5525601314792585
361,0.4476767563796415
362,0.21814963726724573
363,0.7417144310805999
365,0.39894118283835944
375,0.29652069048622415
380,0.3191291395160521
384,0.5331997669239131
394,0.771869832030079
399,0.6039820020081147
404,0.7220746834232351
406,0.6478997339856788
430,0.14553757803733985
432,0.3263964291577574
443,0.4590558594742751
463,0.6095172636401578
467,0.524030805045364
474,0.18307413961951954
488,0.2230717108747046
502,0.9072853250069819
503,0.2613661637431613
507,0.28578728537967685
508,0.38366219993984796
509,0.44502279126858907
516,0.3543581680974963
528,0.27365979523364115
542,0.6069022031946992
547,0.17517175249930847
552,0.5471115794467211
555,0.6115620435774606
561,0.6354860471349509
569,0.8037266654040669
575,0.9487463649823269
576,0.8097332588437328
582,0.18445363427197503
585,0.4414993368152668
586,0.557243613645091
590,0.7982636199431965
592,0.22175007316207773
598,0.3898203922225946
599,0.26711030796015217
600,0.7287705605476327
601,0.5508930530157644
603,0.30712944907888906
617,0.4632234645429961
628,0.46289311931916316
634,0.137592690532104
635,0.3031968119385645
639,0.4182962982137199
644,0.6524268390179954
646,0.746199472015515
650,0.08345135275425555
659,0.8336504842797771
663,0.3719023763766905
668,0.6423728116689251
670,0.3996413688458805
678,0.41721792510353284
679,0.27182215520925423
686,0.7794878149549123
694,0.2751833488316539
696,0.8955304308040759
702,0.8902249659344347
709,0.3817877169479371
712,0.35673447964651817
723,0.21974892741448232
729,0.4221982950938298
733,0.7331539264095742
735,0.3835286696372257
737,0.3633550081134487
749,0.6876180321628175
752,0.47635907202807254
767,0.9179123441509671
771,0.11768048490970706
778,0.49367267836053774
780,0.7474707203402308
790,0.4904825114147504
797,0.3607093531290055
802,0.31948743466993557
805,0.708615372481678
807,0.7731198016617674
808,0.8442429613667087
811,0.33808982242505187
815,0.12707896091799262
820,0.7526827863797205
838,0.15987875814338243
861,0.15196604561592508
886,0.226241142999587
889,0.1031192866062993
904,0.6438109984041934
913,0.43747145588894876
928,0.7026006122282493
931,0.6094457598421551
932,0.6708922419775689
945,0.7392462805402776
953,0.8502037656091954
955,0.34430102864259693
970,0.5355332269569621
972,0.41322499829193376
978,0.574251403139662
982,0.7872011542618041
983,0.7207374898415239
984,0.3300522494471493
987,0.5455425548290745
1000,0.613869362831989
1006,0.6027419939867061
1014,0.7435375113324231
1030,0.5377169971798841
1037,0.7255036228156261
1044,0.6105397039085333
1046,0.7919385735982488
1048,0.4010422658590021
1053,0.8600807891157803
1057,0.6917637978593839
1077,0.881575356322067
1085,0.9630186840389889
1087,0.7396062602309921
1088,0.7325859193849373
1096,0.10738630564913076
1098,0.9590340042278884
1100,0.10283329689444727
1113,0.7180491242785292
1119,0.7259276502497289
1127,0.5099225051104432
1142,0.3616790135676519
1148,0.3511002598203667
1157,0.20343050562251022
1158,0.7669789256621248
1163,0.4120403604037338
1167,0.6556064322763625
1168,0.33726663320163197
1181,0.0582975603904411
1183,0.23109005833995733
1191,0.5693046422167906
1192,0.1647229617477072
1198,0.7815894126851265
1216,0.16724492520250392
1218,0.6474233744171003
1221,0.9646777377132931
1222,0.32263867279982933
1225,0.1451738702213302
1226,0.437446518824771
1230,0.1993971051151183
1242,0.7450338764954666
1247,0.669829862717504
1253,0.32196936899730993
1259,0.6035252633191062
1271,0.8575026278564167
1282,0.5302195111644119
1284,0.9466130400699044
1293,0.41167689671380786
1294,0.6063088049406243
1298,0.44008992476145714
1306,0.6094609127814474
1316,0.7162635497618396
1321,0.3128317678774068
1331,0.4191765605630853
1336,0.18441564470927116
1341,0.5486803330889537
1348,0.5065328547259119
1356,0.8584003671326693
1384,0.2764513342090012
1389,0.6097609392908278
1391,0.6154809323268495
1413,0.800457049264684
1419,0.6184121220926646
1426,0.8295032407607321
1440,0.6617858974497945
1445,0.5821681241865431
1465,0.409196463284918
1470,0.48061900906239075
1472,0.4745775270389043
1484,0.5513630218952228
1485,0.10403601922597261
1486,0.8922461889904552
1488,0.567643807241583
1498,0.03979780105170537
1508,0.6504887703972081
1518,0.8430754601194203
1526,0.22530133416742598
1527,0.7574879807644711
1528,0.22443351053487506
1540,0.6293800054447174
1546,0.4659267302704107
1551,0.7912847445895189
1564,0.7404756429128025
1565,0.8849750276700071
1568,0.930823520889911
1572,0.6458248688800887
1573,0.11117281373568931
1581,0.4193612109197154
1585,0.8897557387194576
1588,0.2574066689584113
1595,0.21986846509664604
1596,0.2668175333786774
1603,0.3009655457052595
1615,0.6094695367803593
1621,0.46216551346981644
1623,0.25066454625516194
1630,0.41842903197916237
1636,0.6669973645017987
1642,0.21237815232904853
1654,0.7457027392556626
1657,0.8818703860535404
1665,0.39188745657620727
